country,year,sci_literacy,sci_trust,tech_acceptance,relative_salary,rd_budget_per_researcher,innovation_score,rd_gdp_pct,researchers_per_m,patent_apps,journal_articles,gdp_per_capita,gov_edu_exp_pct,internet_users_pct,hi_tech_export_pct,tertiary_enroll,mobile_subs_per100,secure_servers_per_m,youth_unemp_pct,tertiary_attainment,population,articles_per_m_log,patents_per_m_log,pisa_math,pisa_reading,country_name
CAN,2014,,,,1.1901108071269284,191464.6199388166,56.13,1.71482,4564.22043,4198.0,60858.96,50960.8431174661,4.84358978271484,87.12000275,14.6664530922053,67.1677017211914,80.790219211487,2698.08155801256,13.203,25.6870322073392,35434066.0,7.449222724205245,4.783095104819248,,,Canada
CAN,2015,528.0,,,1.217681083813192,162410.10705462488,55.73,1.6936,4545.96875,4277.0,61391.62,43594.1941045394,4.73936986923218,90.0,14.8286795335378,67.2690963745117,82.767383138656,3386.74415755684,12.759,26.577805675299,35704498.0,7.450333364291914,4.7940438047946925,516.0,527.0,Canada
CAN,2016,,,,1.2001786722242924,166259.2931163597,54.71,1.72903,4400.49278,4078.0,61324.12,42314.0615817218,4.81642007827759,91.16000366,14.0996116936098,69.2459411621094,84.5919452304565,10221.068747765,12.597,25.7544403076172,36110803.0,7.437925124841613,4.7355859303558665,,,Canada
CAN,2017,,,,1.2036336967534318,171897.9203092328,53.65,1.68702,4429.05796,4053.0,61601.66,45129.628116623,4.95998001098633,92.70140076,14.3488055729531,70.2687072753906,86.1024018448784,26565.3853494623,11.236,27.9425660305866,36545075.0,7.43049073933139,4.71764258404955,,,Canada
CAN,2018,518.0,,,1.1872707041309831,171436.0732362401,52.98,1.7372,4715.91861,4349.0,63648.46,46539.1761570405,4.88898992538452,94.64,15.4222842964733,69.3507232666016,89.0494584998715,30940.812923392,10.709,28.520011309014,37072620.0,7.448834006577239,4.77331079430579,512.0,520.0,Canada
CAN,2019,,,,1.243662054358302,167772.62368738683,53.88,1.75578,4850.93689,4238.0,64546.67,46352.8693445211,4.77293014526367,91.91290283,17.1309209127166,73.1128768920898,90.9589210049458,35872.9396271701,10.744,29.7712155335756,37618495.0,7.448230630281789,4.733188230342778,,,Canada
CAN,2020,,0.7016619655992478,0.709957966926608,1.2003885124325693,163331.17588128464,52.26,1.93413,5155.65021,4452.0,65331.55,43537.839298904,4.88794994354248,92.3,16.7587089775244,75.2389068603516,84.7747749116615,39858.7243645171,20.125,30.9708342335825,38028638.0,7.449472763317523,4.771274851422027,,,Canada
CAN,2021,,,,1.269073409452537,179628.4351141445,53.1,1.87064,5507.58596,4710.0,69684.17,52886.6616372703,4.74858999252319,93.93710327,16.33762888714,79.7657318115234,87.4056019628826,43542.2312171403,13.557,29.3322296142578,38239864.0,7.508398532233208,4.821650741717348,,,Canada
CAN,2022,515.0,,,1.2938614801778363,181336.4895733488,50.8,1.81291,5624.26883,,69051.87,56256.8007264015,4.84426021575928,94.0,15.1489765380468,78.8488311767578,91.2386689983444,43653.2998026964,10.082,32.3500860763309,38935934.0,7.481259368962164,,497.0,507.0,Canada
CAN,2023,,,,1.2731112562894893,,53.8,1.81048,,,,54220.3285039875,,94.14530182,16.3717954388263,76.2666931152344,94.1497268194785,42565.0375102124,10.806,32.8881839878328,40083484.0,,,,,Canada
CHE,2012,515.0,0.5998125400242598,0.6353055369205989,1.2886109870635498,548620.4680661204,68.2,2.87456,4497.48676,1480.0,20963.19,85836.2076767359,4.89862012863159,85.2,26.0587678960902,54.835620880127,132.03116268359,3486.49301269586,8.327,,7996861.0,7.871855630658559,5.226137016167178,531.0,509.0,Switzerland
CHE,2013,,0.653972199081932,0.6364823801690284,1.2840312707346937,,66.59,,,1525.0,21599.81,87304.3305813557,4.91392993927002,86.34,26.7510678341774,56.1812400817871,136.551244178553,3954.9550730059,8.743,,8089346.0,7.890266350020701,5.244492271715141,,,Switzerland
CHE,2014,,0.5923071748684247,0.6155105507773394,1.2711516684726276,,64.78,,,1480.0,22166.96,88724.9909402638,4.93057012557983,83.6172512621702,26.6587283403628,58.0650596618652,136.137729869778,4897.99965781901,8.597,34.0826565106592,8188649.0,7.903978583612068,5.202566060605962,,,Switzerland
CHE,2015,506.0,0.5877075034499627,0.6067125156600586,1.261902760587476,480645.42708743614,68.3,3.04577,5310.67497,1477.0,22207.15,83806.4476003837,4.99560022354126,87.4790555978675,27.0515100038866,60.8185615539551,135.723075533919,6938.08892982176,8.815,35.4597988324787,8282396.0,7.894410180808584,5.189227900296321,521.0,492.0,Switzerland
CHE,2016,,0.5763141725892786,0.648752837624894,1.2617410900800448,,66.28,,,1462.0,22401.11,82153.0745447889,4.98164987564087,89.1346877351392,27.335457169438,61.1939888000488,134.235676338144,17196.7260846272,8.579,36.6043286063333,8373338.0,7.892186901297172,5.168219008699496,,,Switzerland
CHE,2017,,0.5699521198826649,0.6439392076245831,1.2592784318611625,476655.8510219113,67.69,3.04671,5257.57173,1337.0,23044.72,82254.3769269767,5.01765012741089,89.6861476710225,14.0238568621919,62.4597206115723,131.169694242519,32951.9962517038,8.059,37.864109457113,8451840.0,7.911174476755299,5.070101006997043,,,Switzerland
CHE,2018,495.0,0.5655858463719677,0.6008561822175486,1.2531703315467366,,68.4,,,1283.0,22749.87,85217.3691512274,4.9300799369812,91.80000305,13.3182169315591,64.3533935546875,126.681143927488,68154.7541796893,7.937,38.9846808461516,8514329.0,7.89093838952258,5.021820198429611,515.0,484.0,Switzerland
CHE,2019,,0.5782560806030724,0.6482605923204678,1.2522851429728885,476406.08050868654,67.24,3.14983,5561.84719,1369.0,23076.47,84121.9310304414,5.01438999176025,93.1460869535177,12.9094936723953,66.3093414306641,126.920635838501,95783.2280695208,7.993,39.555597158669,8575280.0,7.898056650805864,5.079196543681467,,,Switzerland
CHE,2020,,0.6047995885504379,0.6641610743622314,1.233357645928406,,66.08,,,1384.0,23656.76,85897.7843338323,5.27676010131836,94.34999847,12.8450867094278,68.0676422119141,127.376373489656,120002.310675401,8.603,40.4104658667547,8638167.0,7.915578859810821,5.082764781610752,,,Switzerland
CHE,2021,,0.6189488538549315,0.6353091564053673,1.2221050895547982,506847.2730517082,65.5,3.24862,6003.41115,1288.0,25078.21,93664.7736696111,5.02535009384155,95.56937154,14.2350632729725,71.893928527832,123.21236546636,140348.158307165,8.315,39.9859430595539,8704546.0,7.966256238424413,5.003735942445597,,,Switzerland
CHE,2022,503.0,0.6124542617565649,0.6739953017851232,1.2360061320395808,,64.6,,,,24247.97,94394.5106803525,4.86427021026611,96.45279694,29.9881397976664,74.1526794433594,123.971228075124,151274.203927316,6.835,39.9547282957949,8777088.0,7.924305398335138,,508.0,483.0,Switzerland
CHE,2023,,0.5899539416771087,0.6306553254422662,1.2412188090574146,530761.5367136531,67.6,3.22178,6107.95842,,,100623.549627296,,97.34436623,29.3340286978728,74.0060882568359,130.221876609608,163621.681253151,7.865,41.2647756874978,8888822.0,,,,,Switzerland
CHL,2012,445.0,0.6103951343905316,0.6966939175727431,,141572.3154510481,42.7,0.36213,389.87508,336.0,5059.05,15241.9069981119,,55.04999924,5.4362793557559,75.0770721435547,136.656261082535,102.231168131229,16.927,14.042525992784,17519119.0,5.669098143275931,3.0046447698839582,423.0,441.0,CHL
CHL,2013,,,,2.2617339844944206,182845.18733036643,40.58,0.39031,334.78846,340.0,5099.24,15683.5486369155,4.54814004898071,58.0,6.69462231509352,79.8703384399414,133.778091102587,126.59010801489,16.682,11.7153797149658,17687006.0,5.667479098019519,3.006828073389732,,,CHL
CHL,2014,,,,,128232.83946337114,40.64,0.37668,426.80476,452.0,5871.42,14529.6767206336,4.75168991088867,61.11000061,7.09179365119211,83.6629791259766,132.559670334991,164.183160786142,16.976,15.2283789799715,17864195.0,5.798091310111314,3.269645275855812,,,CHL
CHL,2015,447.0,,,2.0428957794309173,112996.846826603,41.2,0.38296,455.29183,443.0,6161.44,13433.9202987032,4.90390014648438,76.6295919508796,6.72253052606446,86.4181137084961,128.583971575207,223.021034623669,15.813,13.1031398773193,18047625.0,5.835976541264326,3.24048724851252,423.0,459.0,CHL
CHL,2016,,,,,102237.96479594176,38.41,0.37103,495.36438,386.0,6774.99,13649.8520452803,5.36645984649658,83.5585860244169,8.42437955941115,88.8458862304688,127.565123343064,1233.24724652973,15.799,15.7262938444243,18267221.0,5.91857756253062,3.096967845885445,,,CHL
CHL,2017,,,,2.109085791784253,107332.8692184666,38.7,0.35679,494.62971,425.0,6921.66,14879.9086227187,5.43278980255127,82.3274869338464,7.1060964752424,89.921989440918,124.000811902967,7223.60868130535,17.732,14.6437301635742,18558868.0,5.924140856060662,3.173882793884428,,,CHL
CHL,2018,444.0,0.5750946704641683,0.6274296141034599,1.6966124671269178,110394.41433824367,37.79,0.36916,523.65457,406.0,7572.42,15659.4808675628,5.473060131073,84.90000153,6.91141099413123,91.1974792480469,133.270134198082,8003.20072982907,18.138,17.8410684297064,18893191.0,5.995958278761704,3.11303622944085,417.0,452.0,CHL
CHL,2019,,,,,97844.80984267124,36.64,0.34243,507.31033,438.0,8012.18,14495.716721687,5.62629985809326,85.01760101,7.63288202076965,92.0659713745117,130.492770400522,10872.7358797992,18.953,18.5991363585684,19197744.0,6.036318594688767,3.1703232253952094,,,CHL
CHL,2020,,,,1.8738318596148145,85320.57106584964,33.86,0.33525,515.32026,372.0,9032.26,13114.815470545,5.62992000579834,87.45929718,15.9750583433893,89.1124877929688,129.413740104604,12744.8656274573,24.377,19.1731123093964,19370624.0,6.146942508245997,3.005897306826637,,,CHL
CHL,2021,,,,1.7074567700500949,91489.07609270408,35.1,0.36063,638.83802,402.0,9990.88,16206.8325493421,5.00225019454956,90.23280334,12.4417748590856,96.2227935791016,136.571581265001,12724.956304718,20.477,19.6066035468373,19456334.0,6.24320079896781,3.075543502819679,,,CHL
CHL,2022,444.0,,,1.7287355939919336,85421.44528602954,34.0,0.39205,707.0557,,9057.77,15405.6165774073,4.91201019287109,92.31819916,6.93672684116693,99.3372802734375,135.114280974065,11563.2682310819,18.287,20.2839308500317,19553036.0,6.140404039811504,,412.0,448.0,CHL
CHL,2023,,,,1.6184274252389914,,33.3,,,,,17067.0364799154,,94.45742345,10.7195633423709,104.734062194824,135.871118507277,12299.9658931976,21.973,21.5449905281817,19658835.0,,,,,CHL
COL,2012,,0.6168621957470094,0.6617361440827383,1.43152821360539,,35.5,0.22116,,213.0,4076.94,8108.59838244229,4.37038993835449,48.98,5.6774289147471,47.4669914245605,107.329081558437,30.645853152334,20.086,9.47169971466064,45715810.0,4.5018086588142605,1.733286010650677,,,COL
COL,2013,,,,1.393108040130012,367374.1505101024,37.38,0.25761,58.0547,251.0,4525.2,8279.10255642981,4.87855005264282,51.7,7.76843663280142,50.7474899291992,108.978088379372,41.6670422406304,18.729,10.0754098892212,46151584.0,4.595632908364656,1.8623111092194689,,,COL
COL,2014,,,,1.3800540483568045,420307.3696691898,35.5,0.30317,59.05478,260.0,4993.33,8187.20824890084,4.62945985794067,52.568136539247,8.11983496308117,53.1794395446777,118.822639860142,55.2126342484679,18.245,10.5114498138428,46565429.0,4.684282213776534,1.8845728051870063,,,COL
COL,2015,416.0,,,1.3298639895609106,323100.977880103,36.41,0.36542,70.66931,321.0,5383.5,6248.51490534512,4.47038984298706,55.9049725142924,9.8493456203733,54.7961311340332,122.051401385652,72.1525298946518,17.316,10.3048801422119,46969940.0,4.7502731316759,2.0584934274229645,390.0,425.0,COL
COL,2016,,,,1.3119977429279082,176659.18210539786,34.16,0.27051,91.2603,545.0,6417.19,5959.84250367574,4.47721004486084,58.1364935728703,10.1857957756345,57.1437492370605,123.709953422515,324.953804491264,18.274,10.9017200469971,47437512.0,4.914687365339224,2.524832094348318,,,COL
COL,2017,,,,1.3199529319966612,187456.1653409651,34.78,0.26109,90.24729,595.0,6701.16,6479.53231292429,4.53551006317139,62.2598803162841,8.96236276389192,58.3960418701172,129.272014227481,470.382151008544,18.467,,48131078.0,4.943264672132369,2.592420476535356,,,COL
COL,2018,413.0,0.5755116959064328,0.6498903508771929,1.3283329734477074,,33.78,0.31233,,415.0,7531.98,6816.96818309544,4.44910001754761,64.1263768204459,7.22139251354653,57.3205413818359,131.595473810882,659.629839917682,19.45,11.7552995681763,49024465.0,5.041081525805288,2.247617817906104,391.0,412.0,COL
COL,2019,,,,1.3680435700856477,,33.0,0.32201,,422.0,8752.82,6472.54544924705,4.51068019866943,65.0069007159493,9.04845616228861,56.6663017272949,132.810761644655,787.409068909514,20.658,12.0679597854614,49907985.0,5.172635940726496,2.246603009551302,,,COL
COL,2020,,,,,,30.84,0.2894,,369.0,9599.78,5339.68711357943,5.26166009902954,69.79533474,9.91355157220335,55.7331085205078,133.661019178018,407.78197162445,27.248,12.846360206604,50629997.0,5.250211453437838,2.114829136752302,,,COL
COL,2021,,,,1.353531703581034,,31.7,,,432.0,10300.11,6222.62164397614,,73.02837449,8.20914960906244,58.3159217834473,146.627837254516,646.067207751291,24.757,,51188173.0,5.3093587089031535,2.244897660645764,,,COL
COL,2022,411.0,,,1.9750855663064983,,29.2,,,,9683.4,6680.44506854481,,72.79637855,8.40182637186439,59.2901382446289,156.195161137443,669.643927095364,20.972,16.2004612243704,51737944.0,5.237305648787255,,383.0,409.0,COL
COL,2023,,,,1.9216855786764828,,29.4,,,,,7000.83660501046,,77.33686322,8.59989159781141,,166.980107777443,1109.11166481961,19.365,16.4727370334322,52321152.0,,,,,COL
CRI,2012,,,,2.149907330138783,162512.9429204828,36.3,0.54713,340.94423,9.0,311.7,10126.9991024177,6.58239984512329,47.5,39.7898301713494,46.6885414123535,115.312137778965,164.453442094163,22.372,,4663934.0,4.217033942769635,1.074900508819106,,,CRI
CRI,2013,,,,2.2057409145333877,163259.146963902,41.54,0.54253,359.00481,18.0,275.45,10803.2401962173,6.68738985061646,45.96,43.4415513820508,47.5057106018066,150.800664186252,274.376519646228,21.559,,4716147.0,4.08439065665774,1.5720838405311723,,,CRI
CRI,2014,,,,2.1231258114905662,105575.80458843232,37.3,0.55627,574.91761,15.0,365.39,10911.497878334,6.67953014373779,53.0,36.5061833752317,50.3342781066895,147.26739567441,306.893954189102,24.23,22.7862701416016,4767119.0,4.352185422247252,1.422277761515848,,,CRI
CRI,2015,,,,2.287758779102397,102106.19981222604,38.59,0.43665,500.97138,17.0,363.09,11714.7105980732,6.87349987030029,59.7629501371681,16.9840779616817,51.2845802307129,156.403893036958,314.858454831614,22.363,21.3045806884766,4818038.0,4.335466218948752,1.5103702676035735,,,CRI
CRI,2016,,,,2.3636284539390973,100867.3789427975,38.4,0.44335,531.44617,9.0,425.5,12091.0301606154,6.89395999908447,65.8804491942718,18.4424705219172,51.6516418457031,171.166374015358,493.117112437687,21.65,20.6339893341064,4866998.0,4.482161008477936,1.04703445262394,,,CRI
CRI,2017,,,,1.9001704502471235,136237.7990346862,37.09,0.42587,385.02378,19.0,483.69,12317.0902771304,7.06981992721558,71.5816646195022,18.4952181840988,54.4492301940918,179.931274611112,1170.11864217389,20.736,,4913177.0,4.599629881648777,1.5825088665130884,,,CRI
CRI,2018,416.0,,,2.1187348480485717,133809.45301205377,35.72,0.37144,349.49117,8.0,542.38,12590.2493781614,6.76992988586426,73.4797284369906,18.4668840173132,52.6140899658203,171.357339055205,1216.05916151016,25.071,21.3097190856934,4957818.0,4.704100470387867,0.9607335879626656,402.0,426.0,CRI
CRI,2019,,,,2.132688287186112,,36.13,,,16.0,631.94,12884.6859951989,6.73809003829956,81.2025964435269,17.5649349958823,55.0202903747559,144.514079558713,1322.91826889324,31.194,,4999553.0,4.847326249382225,1.435152643344911,,,CRI
CRI,2020,,,,1.9852110618198764,109962.65809242924,33.51,0.33002,371.97029,12.0,702.29,12394.0493969492,6.62899017333984,80.53018608,15.681961032421,,142.481526800044,1335.23494732158,40.11,21.6056900024414,5034320.0,4.945210825296907,1.2189516700677787,,,CRI
CRI,2021,,,,2.018009347057257,86470.27574134272,34.5,0.27385,406.58119,15.0,753.03,12838.1185358931,6.24842977523804,82.74901607,16.9670005542705,,140.788061157457,1720.95269791154,39.201,,5059988.0,5.0094379845190256,1.3773630725731667,,,CRI
CRI,2022,411.0,,,2.068915418161083,99552.7002016714,28.7,0.33789,462.47421,,711.36,13625.9008491328,5.5472297668457,82.59801121,21.9748960011818,,136.518375013406,1892.8462847062,30.718,,5081765.0,4.9486383247322525,,385.0,415.0,CRI
CRI,2023,,,,2.0823622473441827,112571.33181186368,27.9,0.33738,507.75814,,,16942.0268119375,5.31208992004395,85.39514799,24.177789153066,,133.527658761832,1956.70376699752,24.308,,5105525.0,,,,,CRI
CZE,2012,508.0,,,1.3570507911300715,111206.25561856176,49.7,1.757,3162.1117,867.0,13617.94,20014.0354015165,4.19049978256226,73.4300078241036,18.5892063440962,66.9287719726562,128.69010077246,834.666487802766,19.508,,10510785.0,7.167512983217876,4.424687372992445,499.0,493.0,CZE
CZE,2013,,,,1.373973146133596,116028.86540948327,48.36,1.86743,3260.83143,984.0,13764.71,20260.4954999375,4.02132987976074,74.1104,17.334368506368,66.3243179321289,130.521237278882,1079.86553895505,18.958,,10514272.0,7.1778933426466685,4.549520876790329,,,CZE
CZE,2014,,,,1.3761963433505418,113621.85959467752,50.22,1.94392,3428.30846,910.0,15039.45,20038.4163180257,3.93603992462158,74.2317116367383,17.3712318028821,67.3959732055664,132.288685248373,1417.62547116024,15.841,18.8267307281494,10525347.0,7.265345283956474,4.471158188269578,,,CZE
CZE,2015,493.0,,,1.3684165737886549,94435.24366054343,51.32,1.906,3619.16017,880.0,16488.26,17931.5987670768,5.71913003921509,75.668838699279,17.7344072038512,67.2303619384766,118.339820565816,2048.8222188023,12.582,19.3418006896973,10546059.0,7.355291061579108,4.436082588389042,492.0,487.0,CZE
CZE,2016,,,,1.33357489747294,87459.14554438791,49.4,1.65411,3546.92776,792.0,16418.09,18753.9686718096,5.50080013275146,76.4811986951838,16.8728021438796,67.5056381225586,118.544499080322,11991.389254095,10.488,20.0784492492676,10566332.0,7.349109706522233,4.330141788496845,,,CZE
CZE,2017,,,,1.2966851129890136,98151.84340108636,50.98,1.74513,3718.34571,794.0,16387.57,20913.197632212,3.75574994087219,78.7191728513432,17.8292568189487,67.7142181396484,119.874291148129,25419.9420488373,7.936,20.7316493988037,10594438.0,7.34459553661132,4.330009200315358,,,CZE
CZE,2018,497.0,,,1.282548002114401,113868.2406903898,48.75,1.87652,3906.6782,678.0,15899.72,23705.9329811299,4.21541023254395,80.6881675434288,19.5549977904499,66.7902221679688,120.431679514249,42344.5953726121,6.714,21.001915509847,10629928.0,7.311051696259679,4.171030593009226,499.0,490.0,CZE
CZE,2019,,,,1.2875387922178878,113244.38280299785,49.43,1.89547,4027.58714,765.0,16546.99,24062.7190013343,4.46737003326416,80.8669444139622,20.7104130233292,66.8802185058594,124.126150238634,56186.8725912141,5.615,20.9109001159668,10671870.0,7.346992918855903,4.286118275129897,,,CZE
CZE,2020,,,,1.263077022210987,109055.27744381718,48.34,1.94537,4187.18471,673.0,15501.35,23472.8915454417,4.62503004074097,81.33889705,22.58251525965,67.1843719482422,123.219460160155,67601.7572863652,7.936,21.385169111864,10697858.0,7.279328747630173,4.157472557449894,,,CZE
CZE,2021,,,,1.3111644303935863,117395.87637174052,49.0,1.93302,4560.45106,541.0,15882.75,27696.4619527544,4.65163993835449,82.67062427,20.3560909262553,69.8369293212891,126.173145654465,75932.7348813586,8.134,22.2698001861572,10505772.0,7.321725312530121,3.960727484228959,,,CZE
CZE,2022,498.0,0.6328983421178275,0.6680191143841134,1.3002707697553837,113864.4936755395,42.8,1.89089,4696.6857,,14425.23,28282.2236715857,4.30291986465454,84.54009378,21.8353618959526,70.8145904541016,128.105295003482,85606.0624517083,6.72,22.2876637269128,10672118.0,7.209839039245952,,487.0,489.0,CZE
CZE,2023,,,,1.2709977439234574,129292.5577602559,44.8,1.83369,4504.58395,,,31761.5944102491,,85.99404818,20.302723987427,66.7282867431641,126.004753501387,80152.0281309664,8.507,21.9581005821149,10864042.0,,,,,CZE
DEU,2012,524.0,,,1.4251544793840454,290037.8935688861,56.2,2.82499,4355.567,46620.0,105639.02,44718.0159214069,4.83153009414673,82.3499984738392,17.2272861923698,,114.191945537857,2194.9044898179,8.119,,80425823.0,7.181208820563775,6.364173255671748,514.0,508.0,Germany
DEU,2013,,0.735499527104587,0.7671097578435896,1.3762722907155809,299668.99790029245,55.83,2.78067,4380.38742,47353.0,106118.13,47206.8353514242,4.83911991119385,84.17,17.2979906043683,60.8984489440918,123.435398879553,2601.18328828955,7.825,,80645605.0,7.183003550224378,6.377022770412337,,,Germany
DEU,2014,,,,1.3967250929577129,318662.80259709136,56.02,2.82218,4336.01915,48154.0,108118.23,48959.5991203133,4.82582998275757,86.1937006578756,17.2097149731509,65.1844787597656,122.308668591557,3352.78609576143,7.612,24.1829490661621,80982500.0,7.197496285231799,6.389606732849805,,,Germany
DEU,2015,509.0,,,1.384047302978645,253701.1467283248,57.05,2.87725,4755.29531,47384.0,108479.28,41929.7549110722,4.76157999038696,87.5897993525767,17.8243752766447,68.23291015625,117.401165117624,4297.92588653237,7.328,24.7420501708984,81686611.0,7.192177090015225,6.364872233451382,506.0,509.0,Germany
DEU,2016,,,,1.407993890056608,255920.7871640544,57.94,2.88393,4839.84645,48480.0,110725.54,42948.9381932694,4.76321983337402,84.1652066441212,18.0827014214761,67.9464111328125,125.024012174369,11624.9602042748,7.079,25.5801200866699,82348669.0,7.20459095436162,6.3796414971211455,,,Germany
DEU,2017,,,,1.3987896180806498,269141.65474094194,58.39,2.9886,5058.39528,47785.0,111426.61,45553.9341495339,4.77830982208252,84.3941537010844,15.850578794452,68.4692306518555,132.003261888443,34181.2784354313,6.77,26.0311390227061,82657002.0,7.207163439182358,6.361495796799059,,,Germany
DEU,2018,503.0,0.7099844181798917,0.7318374574906206,1.4339402835501354,286458.16439696844,58.03,3.05057,5209.2143,46617.0,111308.13,48916.1686612154,4.88401985168457,87.037112092841,15.7474335584013,69.1634292602539,128.945577229674,56406.6207107244,6.22,25.1498794555664,82905782.0,7.203097328102458,6.333792619747081,500.0,498.0,Germany
DEU,2019,,,,1.4036650580324703,274759.80780849163,58.19,3.11256,5398.63462,46632.0,113491.66,47656.199739747,5.02757978439331,88.1345169091916,16.3869405629417,72.705078125,128.292298108313,77970.0331298817,5.859,27.1979771669262,83092962.0,7.220256510382338,6.331862576072939,,,Germany
DEU,2020,,,,1.334975370546461,271678.13443658286,56.55,3.0897,5390.05249,42260.0,112179.45,47394.8734504469,5.51600980758667,89.81294133,15.5031959869375,72.3894195556641,128.424798814302,97517.56929049,7.862,28.3462200164795,83160871.0,7.207819208863225,6.232785259669394,,,Germany
DEU,2021,,,,1.3769174492239646,291930.3704614179,57.3,3.0786,5520.57631,39822.0,119603.62,52349.2459994422,5.36734008789062,91.43060973,15.3851048227765,75.6655426025391,127.125099449404,113297.576359309,6.665,29.4035109811968,83196078.0,7.271433536816978,6.173061614624896,,,Germany
DEU,2022,492.0,,,1.362503880870312,267344.9998215982,57.2,3.07096,5801.62324,,113976.3,50506.5179638543,5.23916006088257,91.62984383,17.4981505573659,77.3656997680664,124.158264349285,126884.076646738,6.049,29.575744126838,83177813.0,7.223494684930759,,475.0,480.0,Germany
DEU,2023,,,,,291525.95049599634,58.8,3.1539,5926.07432,,,54776.7668235491,,92.4763763,17.7818374796623,78.5947494506836,124.662572774586,139972.802327193,6.02,30.5294541601323,83287273.0,,,,,Germany
DNK,2012,498.0,0.565940222596124,0.631425694867855,1.1466380355643235,242869.77397508317,59.9,2.9845,7181.8507,1406.0,12398.11,58443.7747103968,7.24570989608765,92.2600117153012,15.826335095061,77.7465515136719,130.416027276514,3064.43340083969,15.775,,5591572.0,7.704489756826663,5.5312126571623645,500.0,496.0,Denmark
DNK,2013,,0.5873231316693507,0.5208149670069119,1.1526274763182078,255454.6232724373,58.34,2.96145,7115.41931,1341.0,12912.29,61377.5940590412,8.46860980987549,94.6297,15.822591156063,80.4186782836914,125.21344682497,3458.45684328857,14.774,,5614932.0,7.740940129523233,5.479919787018905,,,Denmark
DNK,2014,,0.5901961206855637,0.6188780162329247,1.1631928710112391,247715.861542416,57.52,2.91543,7358.18842,1377.0,14140.3,62520.4509747011,7.63833999633789,95.9935053764454,15.7179605296799,81.3143615722656,126.869141573913,4349.80220520158,14.196,28.9782695770264,5643475.0,7.826683171230088,5.501252496868299,,,Denmark
DNK,2015,502.0,0.5498171299672528,0.6598431460541072,1.1454133065083143,215017.04136280116,57.7,3.06422,7566.45783,1462.0,14343.41,53094.0133607574,,96.3305016195436,17.1655001970314,83.300407409668,124.553508356615,6004.944503221,12.152,30.3837299346924,5683483.0,7.833877798250437,5.553876325866113,511.0,500.0,Denmark
DNK,2016,,0.5715627662840377,0.5851665770532486,1.145203910363655,215315.2841712143,58.45,3.10209,7852.0565,1552.0,14395.75,54500.9260410217,7.71534013748169,96.9677852516645,14.8833242354843,82.1714935302734,121.941164424922,24041.3337267218,12.147,30.979829788208,5728010.0,7.829717944413467,5.605615459343613,,,Denmark
DNK,2017,,0.6311333081974939,0.6136058046463031,1.16202205529551,220813.1751492156,58.7,2.93576,7647.61749,1490.0,14654.73,57521.5514992225,7.3700098991394,97.0993621555621,12.4279222825429,81.3220062255859,123.86211468599,43757.82743392,12.384,30.1001661571119,5764980.0,7.841110054350031,5.558591362758362,,,Denmark
DNK,2018,493.0,0.5551376146179715,0.6084132424831413,1.175238574151638,240451.1991911596,58.39,2.97895,7597.52556,1262.0,14802.91,61324.7665045565,7.32747983932495,97.3192043651002,12.3547301877073,81.1405487060547,124.550124408336,123154.440492982,10.52,32.3588409423828,5793636.0,7.846210296649334,5.388273300355227,509.0,501.0,Denmark
DNK,2019,,0.5285003665308842,0.6101696186176742,1.1797565074670973,224385.08811886312,58.44,2.90605,7693.54905,1351.0,15073.24,59404.2663247723,7.27585983276367,98.0464347521549,12.039996737934,81.6945877075195,124.573359763273,277330.575592896,10.041,31.5225927146297,5814422.0,7.860720552562588,5.452553511481349,,,Denmark
DNK,2020,,0.5381446454027248,0.6332121398493088,1.1654525487147092,236355.2205112464,57.53,2.96533,7651.2843,1261.0,15427.2,60985.4885601514,7.38574981689453,96.54914573,13.2343925466707,82.6643295288086,124.370019531752,277081.814259482,11.634,33.0904998779297,5831404.0,7.881007593062391,5.381016309682586,,,Denmark
DNK,2021,,0.5968732983973002,0.6918245585105351,1.1731212082119749,246771.82724751567,57.3,2.74323,7708.2373,1090.0,16242.39,69340.7334922138,6.95915985107422,98.8658506,13.9247982031326,83.982292175293,125.604137839658,259654.486554193,10.8,32.7225268444934,5856733.0,7.928148348992299,5.2316998013070855,,,Denmark
DNK,2022,494.0,0.598927518340981,0.7101216002646257,1.1660562588603618,215032.0125009028,55.9,2.86709,9037.46818,,16126.02,67781.0940939514,6.35586023330688,97.86011812,15.988289228272,84.5866088867188,126.48354098254,258760.024712703,10.533,33.0808151718898,5903037.0,7.913088420915479,,489.0,489.0,Denmark
DNK,2023,,0.5964716743372465,0.6509218232487956,1.1573783209971316,234709.1734063887,58.7,3.04841,8837.51688,,,68043.5466971243,,98.77559197,17.1321575837404,81.2308197021484,126.717092547985,261262.408036924,11.499,33.6215669364704,5946952.0,,,,,Denmark
ESP,2012,496.0,,,1.5122036902921752,136574.88482396604,47.2,1.29268,2693.39973,3266.0,54679.57,28456.4438151477,4.46012020111084,69.8099999420024,7.25080663420199,82.89208984375,107.756074158579,403.629824906669,52.829,,46773055.0,7.064793174727284,4.260233609341378,484.0,488.0,ESP
ESP,2013,,,,1.5017896217986102,141333.36327007768,49.41,1.26864,2623.64689,3026.0,54727.56,29228.846559842,4.32852983474731,71.635,6.97005295956388,85.1826324462891,107.038567264134,488.496776374025,55.444,,46604197.0,7.069283304052808,4.188590152186048,,,ESP
