country,year,sci_literacy,sci_trust,tech_acceptance,relative_salary,rd_budget_per_researcher,innovation_score,rd_gdp_pct,researchers_per_m,patent_apps,journal_articles,gdp_per_capita,gov_edu_exp_pct,internet_users_pct,hi_tech_export_pct,tertiary_enroll,mobile_subs_per100,secure_servers_per_m,youth_unemp_pct,tertiary_attainment,population,articles_per_m_log,patents_per_m_log,pisa_math,pisa_reading,country_name,sci_literacy_lag3,sci_literacy_lag5,sci_literacy_lag7,sci_trust_lag3,sci_trust_lag5,sci_trust_lag7,tech_acceptance_lag3,tech_acceptance_lag5,tech_acceptance_lag7,pisa_math_lag3,pisa_math_lag5,pisa_math_lag7,pisa_reading_lag3,pisa_reading_lag5,pisa_reading_lag7,tertiary_enroll_lag3,tertiary_enroll_lag5,tertiary_enroll_lag7,tertiary_attainment_lag3,tertiary_attainment_lag5,tertiary_attainment_lag7,hi_tech_export_pct_lag3,hi_tech_export_pct_lag5,hi_tech_export_pct_lag7,rd_budget_per_researcher_lag3,rd_budget_per_researcher_lag5,rd_budget_per_researcher_lag7,relative_salary_lag3,relative_salary_lag5,relative_salary_lag7,youth_unemp_pct_lag3,youth_unemp_pct_lag5,youth_unemp_pct_lag7,idx_sci_culture,idx_hard_rd,idx_structure,idx_economic
AUS,2012,521.0,0.7532352837067715,0.7252246989881479,1.0321664141764384,,51.9,2.17733,,2627.0,46728.07,68301.4402512587,5.38625001907349,79.0,17.2855553325245,119.679389953613,106.499711805776,3187.89942492269,11.728,29.0356309258349,22733465.0,7.62874865303287,4.758376266723163,504.0,512.0,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7559316114563599,0.2345783016141114,0.3667927007805347,0.137697600689797
AUS,2013,517.3333333333334,0.7501442315168307,0.7195713102178318,1.1074788992314233,,53.07,2.17733,,3061.0,50921.2,68476.6788496118,5.38625001907349,83.453497167,18.0075143774834,119.679389953613,107.332200908321,3505.12572806905,12.22,26.7437896728516,23128129.0,7.697439127804435,4.892974697835266,500.6666666666667,509.0,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7347167509971755,0.2374985286571947,0.3810169624373716,0.1567401192405662
AUS,2014,513.6666666666666,0.74705317932689,0.7139179214475156,1.0772239063918911,,55.01,2.04851,,1988.0,52854.67,62817.2061751737,5.38625001907349,84.0,18.9961304703814,119.679389953613,106.206237340596,3938.58564985066,13.311,28.6151294708252,23475686.0,7.719780160213816,4.450658656575331,497.3333333333333,506.0,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7299045561331522,0.2217494032257126,0.3818413664566639,0.1629726105710893
AUS,2015,510.0,0.7439621271369492,0.7082645326771995,1.1044997647491075,,55.22,1.91969,,2291.0,54235.21,56970.3613028094,5.38625001907349,84.5605149091408,19.6921472541598,119.679389953613,107.608142007003,4574.11080242501,13.11,29.7797794342041,23815995.0,7.731167221580917,4.576728065789476,494.0,503.0,Australia,521.0,,,0.7532352837067715,,,0.7252246989881479,,,504.0,,,512.0,,,119.679389953613,,,29.0356309258349,,,17.2855553325245,,,,,,1.0321664141764384,,,11.728,,,0.7223080487699904,0.206516621235558,0.3855170371988599,0.1696188149493761
AUS,2016,507.6666666666667,0.7408710749470084,0.7026111439068834,1.1312298663562363,,53.07,1.900355,,2620.0,55173.81,50084.4440606385,5.38625001907349,86.54000092,20.6275044745549,119.682777404785,109.128813718295,9810.21505311893,12.642,30.0298099517822,24190907.0,7.732705197404895,4.694143583471197,493.0,503.0,Australia,517.3333333333334,,,0.7501442315168307,,,0.7195713102178318,,,500.6666666666667,,,509.0,,,119.679389953613,,,26.7437896728516,,,18.0075143774834,,,,,,1.1074788992314233,,,12.22,,,0.7160994871951278,0.1934502401395047,0.3976287144932827,0.1756819641390904
AUS,2017,505.3333333333333,0.7377800227570677,0.6969577551365673,1.137861247041198,,51.83,1.88102,,2503.0,55219.84,54117.547718609,5.38625001907349,86.5450488476768,18.0967924595604,109.993309020996,107.799761578952,21552.9166755447,12.592,31.3911895751953,24592588.0,7.717077749939492,4.632577485743885,492.0,503.0,Australia,513.6666666666666,521.0,,0.74705317932689,0.7532352837067715,,0.7139179214475156,0.7252246989881479,,497.3333333333333,504.0,,506.0,512.0,,119.679389953613,119.679389953613,,28.6151294708252,29.0356309258349,,18.9961304703814,17.2855553325245,,,,,1.0772239063918911,1.0321664141764384,,13.311,11.728,,0.7048672671856198,0.2002643127674082,0.406847517923781,0.1645220238262967
AUS,2018,503.0,0.7346889705671269,0.6913043663662511,1.1546154043589116,,51.98,1.85464,,2757.0,56691.37,57410.1737346009,5.38625001907349,90.0082016,18.1371018191307,103.322090148926,110.033134941946,32929.1953798659,11.935,31.7493305206299,24963258.0,7.728412448918986,4.713507101521651,491.0,503.0,Australia,510.0,517.3333333333334,,0.7439621271369492,0.7501442315168307,,0.7082645326771995,0.7195713102178318,,494.0,500.6666666666667,,503.0,509.0,,119.679389953613,119.679389953613,,29.7797794342041,26.7437896728516,,19.6921472541598,18.0075143774834,,,,,1.1044997647491075,1.1074788992314233,,13.11,12.22,,0.6926101256610535,0.2064613724838714,0.4295904626174379,0.1635291665275725
AUS,2019,504.0,0.7346889705671269,0.6913043663662511,1.1320605806196231,,50.34,1.82826,,2637.0,58770.26,55194.7585097428,5.38625001907349,93.60990143,21.2199332352628,109.759559631348,109.752830879788,36763.583850941,11.452,33.0947799682617,25334826.0,7.749642242219984,4.65477879997512,490.0,501.75,Australia,507.6666666666667,513.6666666666666,521.0,0.7408710749470084,0.74705317932689,0.7532352837067715,0.7026111439068834,0.7139179214475156,0.7252246989881479,493.0,497.3333333333333,504.0,503.0,506.0,512.0,119.682777404785,119.679389953613,119.679389953613,30.0298099517822,28.6151294708252,29.0356309258349,20.6275044745549,18.9961304703814,17.2855553325245,,,,1.1312298663562363,1.0772239063918911,1.0321664141764384,12.642,13.311,11.728,0.7032996703226988,0.2022059641030844,0.4433280976416949,0.1713877437407962
AUS,2020,505.0,0.7346889705671269,0.6913043663662511,1.127068067518234,,48.35,1.843045,,2368.0,58870.89,51983.4523666382,5.38625001907349,94.6934967,21.4757898705835,110.139221191406,104.930155780087,39862.7281392421,14.142,35.0234107971191,25649248.0,7.739023358064561,4.536060108986595,489.0,500.5,Australia,505.3333333333333,510.0,517.3333333333334,0.7377800227570677,0.7439621271369492,0.7501442315168307,0.6969577551365673,0.7082645326771995,0.7195713102178318,492.0,494.0,500.6666666666667,503.0,503.0,509.0,109.993309020996,119.679389953613,119.679389953613,31.3911895751953,29.7797794342041,26.7437896728516,18.0967924595604,19.6921472541598,18.0075143774834,,,,1.137861247041198,1.1044997647491075,1.1074788992314233,12.592,13.11,12.22,0.7104106932674916,0.1965221977144707,0.4442890037158932,0.1881157502768757
AUS,2021,506.0,0.7346889705671269,0.6913043663662511,1.1488112715637442,,48.3,1.85783,,2966.0,61975.95,60758.9044397144,5.34109020233154,96.97219849,22.3940766008599,112.688293457031,105.118514623956,46481.5592601746,11.134,35.9570999145508,25685412.0,7.788992837011106,4.757668986237179,488.0,499.25,Australia,503.0,507.6666666666667,513.6666666666666,0.7346889705671269,0.7408710749470084,0.74705317932689,0.6913043663662511,0.7026111439068834,0.7139179214475156,491.0,493.0,497.3333333333333,503.0,503.0,506.0,103.322090148926,119.682777404785,119.679389953613,31.7493305206299,30.0298099517822,28.6151294708252,18.1371018191307,20.6275044745549,18.9961304703814,,,,1.1546154043589116,1.1312298663562363,1.0772239063918911,11.935,12.642,13.311,0.7157060902284595,0.2159209088521582,0.4556779545045333,0.1778177759872303
AUS,2022,507.0,0.7346889705671269,0.6913043663662511,1.0925066226416789,,47.1,1.85783,,2966.0,62305.03,65169.5191118657,5.05915021896362,96.11940002,25.8318704116272,106.240760803223,109.469171081514,48266.9382557275,8.468,36.8401489257812,26018721.0,7.781398637582474,,487.0,498.0,Australia,504.0,505.3333333333333,510.0,0.7346889705671269,0.7377800227570677,0.7439621271369492,0.6913043663662511,0.6969577551365673,0.7082645326771995,490.0,492.0,494.0,501.75,503.0,503.0,109.759559631348,109.993309020996,119.679389953613,33.0947799682617,31.3911895751953,29.7797794342041,21.2199332352628,18.0967924595604,19.6921472541598,,,,1.1320605806196231,1.137861247041198,1.1044997647491075,11.452,12.592,13.11,0.7120750460629678,0.2244690357721198,0.4501767231673483,0.1684191926675325
AUS,2023,507.0,0.7346889705671269,0.6913043663662511,1.1101155011030766,,49.7,1.85783,,2966.0,62305.03,65058.3773146674,5.05915021896362,96.1160965,25.2582777120781,104.64835357666,112.513177133796,47565.8931035132,8.388,35.7648347818291,26659922.0,,,487.0,498.0,Australia,505.0,503.0,507.6666666666667,0.7346889705671269,0.7346889705671269,0.7408710749470084,0.6913043663662511,0.6913043663662511,0.7026111439068834,489.0,491.0,493.0,500.5,503.0,503.0,110.139221191406,103.322090148926,119.682777404785,35.0234107971191,31.7493305206299,30.0298099517822,21.4757898705835,18.1371018191307,20.6275044745549,,,,1.127068067518234,1.1546154043589116,1.1312298663562363,14.142,11.935,12.642,0.7062937043222836,0.2242580245535794,0.4526996147835874,0.1681746541364898
AUT,2012,506.0,0.5757882356441866,0.5840008630702572,1.3610965440003515,299849.27598500607,53.1,2.93372,4720.81116,2258.0,12181.72,48250.4059142637,5.51612997055054,80.0299939169903,14.5446789024689,79.5471267700195,161.155633431895,1613.40623020831,9.561,11.8733901977539,8429991.0,7.276587822431943,5.594165476911556,506.0,490.0,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4509592341778498,0.2654358423414523,0.4294233044622726,0.2557505301815279
AUT,2013,502.3333333333333,0.6033621853306917,0.5934771242159369,1.3877203837174177,313472.4907413455,51.87,2.97993,4782.1241,2162.0,12414.79,50305.3545774973,5.59404993057251,80.6188,15.3690648693427,80.9616012573242,156.483488704585,1857.46801554702,9.767,11.8733901977539,8479823.0,7.289637014666282,5.545013961737231,503.0,488.3333333333333,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4660440009803278,0.2713625330951517,0.4290378861555031,0.2694982168447136
AUT,2014,498.6666666666667,0.5609011320438255,0.5810563691371182,1.2958524009261123,318846.9343083943,53.41,3.11263,5009.44199,2092.0,12632.76,51314.9722616322,5.49767017364502,80.9958249574764,15.4904490132481,81.0195693969727,151.531145320495,2345.32706103046,10.508,11.8733901977539,8546356.0,7.29922002004015,5.504447766127378,500.0,486.6666666666667,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4301971794422309,0.2819893982258719,0.4223147652645499,0.2643245483320448
AUT,2015,495.0,0.5423316870074893,0.6200821660444623,1.3712505276338336,265665.1188148564,54.07,3.06917,5073.42857,2205.0,13137.08,43915.228020857,5.49143981933594,83.9401419315026,15.0327319949068,82.2563095092773,155.837138171172,3081.90763093797,10.91,13.0816698074341,8642699.0,7.327136796362695,5.545679799386103,497.0,485.0,Austria,506.0,,,0.5757882356441866,,,0.5840008630702572,,,506.0,,,490.0,,,79.5471267700195,,,11.8733901977539,,,14.5446789024689,,,299849.27598500607,,,1.3610965440003515,,,9.561,,,0.4402749272902958,0.271018035782632,0.4358963032912847,0.2485161245869451
AUT,2016,493.3333333333333,0.5509264971330289,0.5990504955897765,1.3534883138401896,261470.0374050279,52.65,3.13356,5400.34772,2078.0,12976.33,45061.4993920192,5.50954008102417,84.3237425711653,14.4532591877111,82.8496932983398,126.797525496643,4449.98024418463,11.424,13.4557199478149,8736668.0,7.304026377034774,5.475827840547504,497.6666666666667,484.6666666666667,Austria,502.3333333333333,,,0.6033621853306917,,,0.5934771242159369,,,503.0,,,488.3333333333333,,,80.9616012573242,,,11.8733901977539,,,15.3690648693427,,,313472.4907413455,,,1.3877203837174177,,,9.767,,,0.4348237095850587,0.2815977011947592,0.4086520831966333,0.2445574058072146
AUT,2017,491.6666666666667,0.5601232180639275,0.5819318270869824,1.3975235874528291,267665.9607183165,53.1,3.07376,5416.07999,2073.0,13072.27,47163.7425775142,5.40181016921997,87.9355865856062,12.8851997037889,83.8392562866211,123.414865109678,7431.71463561626,9.971,14.2486295700073,8797566.0,7.304446147559575,5.466511921583418,498.3333333333333,484.3333333333333,Austria,498.6666666666667,506.0,,0.5609011320438255,0.5757882356441866,,0.5810563691371182,0.5840008630702572,,500.0,506.0,,486.6666666666667,490.0,,81.0195693969727,79.5471267700195,,11.8733901977539,11.8733901977539,,15.4904490132481,14.5446789024689,,318846.9343083943,299849.27598500607,,1.2958524009261123,1.3610965440003515,,10.508,9.561,,0.4337896139267156,0.2832609554891234,0.4149369118098231,0.2408827306462848
AUT,2018,490.0,0.647734091973055,0.5863618727704113,1.3056354791071658,280030.2247433175,51.32,3.10828,5682.44087,2039.0,13121.29,51194.0749841299,5.25437021255493,87.4791372262556,11.6500759838374,85.8698883056641,124.230205900482,16705.0109377038,9.572,14.7956089091719,8840521.0,7.303319096353215,5.445195300957417,499.0,484.0,Austria,495.0,502.3333333333333,,0.5423316870074893,0.6033621853306917,,0.6200821660444623,0.5934771242159369,,497.0,503.0,,485.0,488.3333333333333,,82.2563095092773,80.9616012573242,,13.0816698074341,11.8733901977539,,15.0327319949068,15.3690648693427,,265665.1188148564,313472.4907413455,,1.3712505276338336,1.3877203837174177,,10.91,9.767,,0.4867895849346547,0.2961366839094287,0.4180295670602382,0.229048800872249
AUT,2019,490.25,0.5612383996232685,0.6358776375316635,1.323997985524034,263211.6809503546,50.94,3.14405,5958.85643,2066.0,13708.07,49885.9947355204,5.23678016662598,87.7522047870069,11.4825348767666,86.3234329223633,120.776373862218,26298.32250741,8.767,15.3636302947998,8879920.0,7.34259501957317,5.453866013156266,496.0,483.0,Austria,493.3333333333333,498.6666666666667,506.0,0.5509264971330289,0.5609011320438255,0.5757882356441866,0.5990504955897765,0.5810563691371182,0.5840008630702572,497.6666666666667,500.0,506.0,484.6666666666667,486.6666666666667,490.0,82.8496932983398,81.0195693969727,79.5471267700195,13.4557199478149,11.8733901977539,11.8733901977539,14.4532591877111,15.4904490132481,14.5446789024689,261470.0374050279,318846.9343083943,299849.27598500607,1.3534883138401896,1.2958524009261123,1.3610965440003515,11.424,10.508,9.561,0.4657687490133836,0.3014265544361268,0.4233189468401381,0.2190281230081618
AUT,2020,490.5,0.6130346761120904,0.684072737692313,1.2641741064455871,268063.3352278676,50.13,3.20758,5829.2859,2124.0,14005.41,48716.4098900349,5.57961988449097,87.52942813,12.2718957660446,88.7071990966797,120.131806593244,33802.6911703487,10.325,15.9696032098267,8916864.0,7.3598911174928,5.477301426351605,493.0,482.0,Austria,491.6666666666667,495.0,502.3333333333333,0.5601232180639275,0.5423316870074893,0.6033621853306917,0.5819318270869824,0.6200821660444623,0.5934771242159369,498.3333333333333,497.0,503.0,484.3333333333333,485.0,488.3333333333333,83.8392562866211,82.2563095092773,80.9616012573242,14.2486295700073,13.0816698074341,11.8733901977539,12.8851997037889,15.0327319949068,15.3690648693427,267665.9607183165,265665.1188148564,313472.4907413455,1.3975235874528291,1.3712505276338336,1.3877203837174177,9.971,10.91,9.767,0.5213411733195394,0.2990823975015054,0.4398623766184636,0.2237311762762535
AUT,2021,490.75,0.5627921846573892,0.647499748407203,1.264063568134826,276231.40241520153,50.9,3.25565,6323.00331,1872.0,14969.64,53648.6437976214,5.48071002960205,92.52915104,11.017122140568,93.940071105957,121.357731973824,39775.2427840872,12.023,14.8791799545288,8955797.0,7.422076482048749,5.347234297180016,490.0,481.0,Austria,490.0,493.3333333333333,498.6666666666667,0.647734091973055,0.5509264971330289,0.5609011320438255,0.5863618727704113,0.5990504955897765,0.5810563691371182,499.0,497.6666666666667,500.0,484.0,484.6666666666667,486.6666666666667,85.8698883056641,82.8496932983398,81.0195693969727,14.7956089091719,13.4557199478149,11.8733901977539,11.6500759838374,14.4532591877111,15.4904490132481,280030.2247433175,261470.0374050279,318846.9343083943,1.3056354791071658,1.3534883138401896,1.2958524009261123,9.572,11.424,10.508,0.4729425605400887,0.3188291099478188,0.4579940531475441,0.230927133144545
AUT,2022,491.0,0.6198271903862274,0.6451408502167033,1.2829162214560057,250762.19051068797,50.2,3.17775,6632.30683,1872.0,14537.08,52336.7725223758,5.27749013900757,93.61409139,14.9141702472602,94.5116882324219,121.16645744796,39544.447259748,10.327,14.8791799545288,9041851.0,7.38321578754004,,487.0,480.0,Austria,490.25,491.6666666666667,495.0,0.5612383996232685,0.5601232180639275,0.5423316870074893,0.6358776375316635,0.5819318270869824,0.6200821660444623,496.0,498.3333333333333,497.0,483.0,484.3333333333333,485.0,86.3234329223633,83.8392562866211,82.2563095092773,15.3636302947998,14.2486295700073,13.0816698074341,11.4825348767666,12.8851997037889,15.0327319949068,263211.6809503546,267665.9607183165,265665.1188148564,1.323997985524034,1.3975235874528291,1.3712505276338336,8.767,9.971,10.91,0.5006718943116065,0.3207479224225271,0.4541908230859252,0.2271732764478958
AUT,2023,491.0,0.605428528983176,0.6632747841880762,1.2579015162110134,277638.9077454831,53.2,3.25517,6633.64894,1872.0,14537.08,56579.504175468,5.27749013900757,95.33467117,15.9232697881169,91.6818237304688,121.746207105931,42281.0014410145,10.98,14.8791799545288,9131761.0,,,487.0,480.0,Austria,490.5,490.0,493.3333333333333,0.6130346761120904,0.647734091973055,0.5509264971330289,0.684072737692313,0.5863618727704113,0.5990504955897765,493.0,499.0,497.6666666666667,482.0,484.0,484.6666666666667,88.7071990966797,85.8698883056641,82.8496932983398,15.9696032098267,14.7956089091719,13.4557199478149,12.2718957660446,11.6500759838374,14.4532591877111,268063.3352278676,280030.2247433175,261470.0374050279,1.2641741064455871,1.3056354791071658,1.3534883138401896,10.325,9.572,11.424,0.4996136490865958,0.3296820114371212,0.462311054105567,0.2434726683678483
BEL,2012,505.0,0.5760348644258934,0.6538205064249255,1.1470901745258029,247532.95580296137,54.3,2.27079,4116.61624,755.0,16327.84,44874.1709182123,6.56625986099243,80.7199905482042,8.9420007987591,69.7490615844727,110.856223685615,957.330070986299,19.738,30.2483501434326,11106932.0,7.293737501190155,4.233752340007933,515.0,509.0,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5707569460879737,0.2271328297436334,0.4125732472196848,0.2302638710942992
BEL,2013,504.0,0.5836953519580211,0.5619841578525159,1.1612908623877771,261868.97785359016,52.49,2.32047,4161.62059,715.0,16589.95,46964.5946777056,6.60135984420776,82.1702,10.6406117548271,71.7841110229492,110.348677756715,1260.55085185082,23.689,30.2483501434326,11159407.0,7.304941984517811,4.175486740252933,512.3333333333334,505.6666666666667,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5234626116362568,0.2329274677429437,0.4177125791140074,0.2629686349257407
BEL,2014,503.0,0.5812406786537935,0.6399148404109456,1.1204983185063695,249076.3540343704,51.69,2.35858,4544.86674,889.0,16888.19,47995.7786961339,6.55866003036499,85.0012379539925,11.9393517315379,74.0397262573242,113.600257053471,1610.03731179171,23.225,31.2590198516846,11209057.0,7.3183112292961185,4.385904909680332,509.6666666666667,502.3333333333333,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.564013886894182,0.2440917548043986,0.4283354458338826,0.2541905135925666
